,End Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths
7456,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,49.0
7457,03/27/2021,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,53.0
7460,03/27/2021,By Total,New Mexico,Circulatory diseases,Heart failure,I50,0-24,0.0
7461,03/27/2021,By Total,New Mexico,Circulatory diseases,Heart failure,I50,25-34,2.0
7462,03/27/2021,By Total,New Mexico,Circulatory diseases,Heart failure,I50,35-44,6.0
7463,03/27/2021,By Total,New Mexico,Circulatory diseases,Heart failure,I50,45-54,1.0
7464,03/27/2021,By Total,New Mexico,Circulatory diseases,Heart failure,I50,55-64,10.0
7465,03/27/2021,By Total,New Mexico,Circulatory diseases,Heart failure,I50,65-74,21.0
7466,03/27/2021,By Total,New Mexico,Circulatory diseases,Heart failure,I50,75-84,38.0
7467,03/27/2021,By Total,New Mexico,Circulatory diseases,Heart failure,I50,85+,69.0
7470,03/27/2021,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0
7471,03/27/2021,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,6.0
7472,03/27/2021,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,2.0
7473,03/27/2021,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,1.0
7474,03/27/2021,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,7.0
7475,03/27/2021,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,32.0
7476,03/27/2021,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,38.0
7477,03/27/2021,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,35.0
7480,03/27/2021,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0.0
7481,03/27/2021,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,4.0
7482,03/27/2021,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,7.0
7483,03/27/2021,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,15.0
7484,03/27/2021,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,28.0
7485,03/27/2021,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,40.0
7486,03/27/2021,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,49.0
7487,03/27/2021,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,33.0
7490,03/27/2021,By Total,New Mexico,Sepsis,Sepsis,A40-A41,0-24,5.0
7491,03/27/2021,By Total,New Mexico,Sepsis,Sepsis,A40-A41,25-34,10.0
7492,03/27/2021,By Total,New Mexico,Sepsis,Sepsis,A40-A41,35-44,13.0
7493,03/27/2021,By Total,New Mexico,Sepsis,Sepsis,A40-A41,45-54,27.0
7494,03/27/2021,By Total,New Mexico,Sepsis,Sepsis,A40-A41,55-64,53.0
7495,03/27/2021,By Total,New Mexico,Sepsis,Sepsis,A40-A41,65-74,76.0
7496,03/27/2021,By Total,New Mexico,Sepsis,Sepsis,A40-A41,75-84,63.0
7497,03/27/2021,By Total,New Mexico,Sepsis,Sepsis,A40-A41,85+,30.0
7500,03/27/2021,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0
7501,03/27/2021,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,7.0
7502,03/27/2021,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,2.0
7503,03/27/2021,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,8.0
7504,03/27/2021,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,22.0
7505,03/27/2021,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,23.0
7506,03/27/2021,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,36.0
7507,03/27/2021,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,29.0
7510,03/27/2021,By Total,New Mexico,Diabetes,Diabetes,E10-E14,0-24,8.0
7511,03/27/2021,By Total,New Mexico,Diabetes,Diabetes,E10-E14,25-34,3.0
7512,03/27/2021,By Total,New Mexico,Diabetes,Diabetes,E10-E14,35-44,20.0
7513,03/27/2021,By Total,New Mexico,Diabetes,Diabetes,E10-E14,45-54,49.0
7514,03/27/2021,By Total,New Mexico,Diabetes,Diabetes,E10-E14,55-64,136.0
7515,03/27/2021,By Total,New Mexico,Diabetes,Diabetes,E10-E14,65-74,192.0
7516,03/27/2021,By Total,New Mexico,Diabetes,Diabetes,E10-E14,75-84,163.0
7517,03/27/2021,By Total,New Mexico,Diabetes,Diabetes,E10-E14,85+,77.0
7520,03/27/2021,By Total,New Mexico,Obesity,Obesity,E65-E68,0-24,6.0
7521,03/27/2021,By Total,New Mexico,Obesity,Obesity,E65-E68,25-34,12.0
7522,03/27/2021,By Total,New Mexico,Obesity,Obesity,E65-E68,35-44,26.0
7523,03/27/2021,By Total,New Mexico,Obesity,Obesity,E65-E68,45-54,39.0
7524,03/27/2021,By Total,New Mexico,Obesity,Obesity,E65-E68,55-64,76.0
7525,03/27/2021,By Total,New Mexico,Obesity,Obesity,E65-E68,65-74,55.0
7526,03/27/2021,By Total,New Mexico,Obesity,Obesity,E65-E68,75-84,13.0
7527,03/27/2021,By Total,New Mexico,Obesity,Obesity,E65-E68,85+,7.0
7530,03/27/2021,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,0-24,0.0
7531,03/27/2021,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,25-34,0.0
7532,03/27/2021,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,35-44,0.0
7533,03/27/2021,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,45-54,0.0
7534,03/27/2021,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,55-64,0.0
7535,03/27/2021,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,65-74,4.0
7536,03/27/2021,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,75-84,38.0
7537,03/27/2021,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,85+,71.0
7540,03/27/2021,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0
7541,03/27/2021,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0
7542,03/27/2021,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0
7543,03/27/2021,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0
7544,03/27/2021,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,6.0
7545,03/27/2021,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,17.0
7546,03/27/2021,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,99.0
7547,03/27/2021,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,157.0
7550,03/27/2021,By Total,New Mexico,Renal failure,Renal failure,N17-N19,0-24,8.0
7551,03/27/2021,By Total,New Mexico,Renal failure,Renal failure,N17-N19,25-34,11.0
7552,03/27/2021,By Total,New Mexico,Renal failure,Renal failure,N17-N19,35-44,12.0
7553,03/27/2021,By Total,New Mexico,Renal failure,Renal failure,N17-N19,45-54,27.0
7554,03/27/2021,By Total,New Mexico,Renal failure,Renal failure,N17-N19,55-64,58.0
7555,03/27/2021,By Total,New Mexico,Renal failure,Renal failure,N17-N19,65-74,92.0
7556,03/27/2021,By Total,New Mexico,Renal failure,Renal failure,N17-N19,75-84,60.0
7557,03/27/2021,By Total,New Mexico,Renal failure,Renal failure,N17-N19,85+,33.0
7560,03/27/2021,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0
7561,03/27/2021,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,2.0
7562,03/27/2021,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,1.0
7563,03/27/2021,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,6.0
7564,03/27/2021,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,7.0
7565,03/27/2021,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,19.0
7566,03/27/2021,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,17.0
7567,03/27/2021,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,1.0
7570,03/27/2021,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,4.0
7571,03/27/2021,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,30.0
7572,03/27/2021,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,49.0
7573,03/27/2021,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,94.0
7574,03/27/2021,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,185.0
7575,03/27/2021,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,269.0
7576,03/27/2021,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,287.0
7577,03/27/2021,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,250.0
7580,03/27/2021,By Total,New Mexico,COVID-19,COVID-19,U071,0-24,3.0
7581,03/27/2021,By Total,New Mexico,COVID-19,COVID-19,U071,25-34,72.0
7582,03/27/2021,By Total,New Mexico,COVID-19,COVID-19,U071,35-44,136.0
7583,03/27/2021,By Total,New Mexico,COVID-19,COVID-19,U071,45-54,268.0
7584,03/27/2021,By Total,New Mexico,COVID-19,COVID-19,U071,55-64,577.0
7585,03/27/2021,By Total,New Mexico,COVID-19,COVID-19,U071,65-74,867.0
7586,03/27/2021,By Total,New Mexico,COVID-19,COVID-19,U071,75-84,954.0
7587,03/27/2021,By Total,New Mexico,COVID-19,COVID-19,U071,85+,858.0
7590,03/27/2021,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,11.0
7591,03/27/2021,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,49.0
7592,03/27/2021,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,114.0
7593,03/27/2021,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,390.0
7594,03/27/2021,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,1142.0
7595,03/27/2021,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,2037.0
7596,03/27/2021,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,2708.0
7597,03/27/2021,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,3328.0
7600,03/27/2021,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,1.0
7601,03/27/2021,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,6.0
7602,03/27/2021,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,8.0
7603,03/27/2021,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,33.0
7604,03/27/2021,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,150.0
7605,03/27/2021,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,341.0
7606,03/27/2021,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,503.0
7607,03/27/2021,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,579.0
7610,03/27/2021,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,7.0
7611,03/27/2021,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,15.0
7612,03/27/2021,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,63.0
7613,03/27/2021,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,228.0
7614,03/27/2021,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,578.0
7615,03/27/2021,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,881.0
7616,03/27/2021,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,899.0
7617,03/27/2021,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,793.0
7620,03/27/2021,By Total,New York,Respiratory diseases,Respiratory failure,J96,0-24,4.0
7621,03/27/2021,By Total,New York,Respiratory diseases,Respiratory failure,J96,25-34,39.0
7622,03/27/2021,By Total,New York,Respiratory diseases,Respiratory failure,J96,35-44,92.0
7623,03/27/2021,By Total,New York,Respiratory diseases,Respiratory failure,J96,45-54,299.0
7624,03/27/2021,By Total,New York,Respiratory diseases,Respiratory failure,J96,55-64,881.0
7625,03/27/2021,By Total,New York,Respiratory diseases,Respiratory failure,J96,65-74,1695.0
7626,03/27/2021,By Total,New York,Respiratory diseases,Respiratory failure,J96,75-84,2228.0
7627,03/27/2021,By Total,New York,Respiratory diseases,Respiratory failure,J96,85+,2686.0
7630,03/27/2021,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,0-24,1.0
7631,03/27/2021,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,25-34,8.0
7632,03/27/2021,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,35-44,5.0
7633,03/27/2021,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,45-54,20.0
7634,03/27/2021,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,55-64,70.0
7635,03/27/2021,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,65-74,141.0
7636,03/27/2021,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,75-84,224.0
7637,03/27/2021,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,85+,311.0
7640,03/27/2021,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,5.0
7641,03/27/2021,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,7.0
7642,03/27/2021,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,1.0
7643,03/27/2021,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,18.0
7644,03/27/2021,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,66.0
7645,03/27/2021,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,123.0
7646,03/27/2021,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,161.0
7647,03/27/2021,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,191.0
7650,03/27/2021,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,8.0
7651,03/27/2021,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,8.0
7652,03/27/2021,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,23.0
7653,03/27/2021,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,96.0
7654,03/27/2021,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,289.0
7655,03/27/2021,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,604.0
7656,03/27/2021,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,907.0
7657,03/27/2021,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,85+,1418.0
7660,03/27/2021,By Total,New York,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,2.0
7661,03/27/2021,By Total,New York,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,4.0
7662,03/27/2021,By Total,New York,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,6.0
7663,03/27/2021,By Total,New York,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,32.0
7664,03/27/2021,By Total,New York,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,168.0
